time,motor_speed,wheel_speed,event
2025-06-18 17:00:40.027142,0.0,0.0,
2025-06-18 17:00:40.064158,0.0,0.0,
2025-06-18 17:00:40.096890,0.0,0.0,
2025-06-18 17:00:40.135201,0.0,0.0,
2025-06-18 17:00:40.167365,0.0,0.0,
2025-06-18 17:00:40.203876,0.0,0.0,
2025-06-18 17:00:40.236999,0.0,0.0,
2025-06-18 17:00:40.274067,0.0,0.0,
2025-06-18 17:00:40.307131,0.0,0.0,
2025-06-18 17:00:40.344038,0.0,0.0,
2025-06-18 17:00:40.376992,0.0,0.0,
2025-06-18 17:00:40.413837,0.0,0.0,
2025-06-18 17:00:40.446875,0.0,0.0,
2025-06-18 17:00:40.484373,0.0,0.0,
2025-06-18 17:00:40.517504,0.0,0.0,
2025-06-18 17:00:40.553849,0.0,0.0,
2025-06-18 17:00:40.587200,0.0,0.0,
2025-06-18 17:00:40.624389,0.0,0.0,
2025-06-18 17:00:40.657286,0.0,0.0,
2025-06-18 17:00:40.693924,0.0,0.0,
2025-06-18 17:00:40.726948,0.0,0.0,
2025-06-18 17:00:40.764145,0.0,0.0,
2025-06-18 17:00:40.796777,0.0,0.0,
2025-06-18 17:00:40.834232,0.0,0.0,
2025-06-18 17:00:40.867442,0.0,0.0,
2025-06-18 17:00:40.903948,0.0,0.0,
2025-06-18 17:00:40.937012,0.0,0.0,
2025-06-18 17:00:40.974108,0.0,0.0,MOTOR ARMED
2025-06-18 17:00:41.007179,9.882107162564296,3.2555759973413094,
2025-06-18 17:00:41.043770,24.268537052450178,7.945122122734372,
2025-06-18 17:00:41.077123,30.426245959928448,9.962518294429994,
2025-06-18 17:00:41.113805,33.85187476369701,11.130082125572725,
2025-06-18 17:00:41.146784,34.3604176157725,10.947398421808932,
2025-06-18 17:00:41.184216,33.79707767343435,11.958720011888962,
2025-06-18 17:00:41.217968,33.694801085228804,10.795495937185274,
2025-06-18 17:00:41.253817,34.97752298771446,11.483215162246323,
2025-06-18 17:00:41.286950,34.12565791600929,11.189317336621954,
2025-06-18 17:00:41.323974,34.26322262445451,11.586114366330827,
2025-06-18 17:00:41.356864,36.273790859790694,11.692297106346022,
2025-06-18 17:00:41.393682,34.18631064341173,11.359386345555581,
2025-06-18 17:00:41.427178,35.19792707602968,11.055689468258398,
2025-06-18 17:00:41.464359,35.84521037232743,11.8239295472133,
2025-06-18 17:00:41.496899,35.17039240672575,12.362345808277675,
2025-06-18 17:00:41.534432,34.87133111873544,11.331859052014158,
2025-06-18 17:00:41.573783,33.54526712748033,11.225728478771632,
2025-06-18 17:00:41.607082,33.051074473696694,11.104394111262033,
2025-06-18 17:00:41.644034,33.03069411646355,11.810045452365813,
2025-06-18 17:00:41.677145,32.308736847437736,10.348700330976039,
2025-06-18 17:00:41.713983,30.961437687167052,10.077416081413617,
2025-06-18 17:00:41.747377,34.06628456807867,11.462005350204883,
2025-06-18 17:00:41.784618,33.20911864468382,10.888363034364007,
2025-06-18 17:00:41.823766,32.2042004397409,10.638663850105837,
2025-06-18 17:00:41.856977,31.881698707667237,10.469669286027816,
2025-06-18 17:00:41.893636,32.42431691862917,10.710236270735479,
2025-06-18 17:00:41.926860,33.56404359681382,10.687269113830057,
2025-06-18 17:00:41.963664,31.852383871436672,10.505346597781216,
2025-06-18 17:00:41.996672,31.944784491164352,10.368707623951869,
2025-06-18 17:00:42.034299,30.53128214435358,10.39119629630556,
2025-06-18 17:00:42.074049,31.87217835360738,10.582153699471224,
2025-06-18 17:00:42.113667,34.54143231556423,12.042605086650516,
2025-06-18 17:00:42.146914,34.27663183615897,10.97953085664892,
2025-06-18 17:00:42.184245,32.3388264516185,10.567400210123713,
2025-06-18 17:00:42.223597,31.243153294257638,10.288686418781747,
2025-06-18 17:00:42.256577,32.56140439345459,10.780488265473112,
2025-06-18 17:00:42.293860,33.93140980161997,11.273206196708882,
2025-06-18 17:00:42.326832,34.173616672311695,11.46976325391382,
2025-06-18 17:00:42.364025,32.9999581882762,11.19345080914207,
2025-06-18 17:00:42.396864,30.94010798913376,10.576781459350357,
2025-06-18 17:00:42.434169,32.05913650640665,10.697032652591322,
2025-06-18 17:00:42.467613,32.891170367369675,11.193022275857315,
2025-06-18 17:00:42.503747,32.263812786489076,11.245212496646312,
2025-06-18 17:00:42.536594,33.59410297049102,11.432972266720572,
2025-06-18 17:00:42.573718,31.61156692189776,10.78704148942052,
2025-06-18 17:00:42.606698,32.036545576048766,10.79779834155086,
2025-06-18 17:00:42.643782,32.95054199805902,11.357651538584504,
2025-06-18 17:00:42.676970,31.52084864411871,10.456531034586385,
2025-06-18 17:00:42.713874,32.14164178558477,10.593573647065034,
2025-06-18 17:00:42.746855,33.54906012668562,11.610157616889017,
2025-06-18 17:00:42.784049,32.1682167330527,10.998397486246839,
2025-06-18 17:00:42.823868,31.698146890005827,10.984699325609762,
2025-06-18 17:00:42.856748,31.24182142747627,10.290498914839347,
2025-06-18 17:00:42.893816,31.802651228657517,10.505745724748248,
2025-06-18 17:00:42.926687,31.867124339238323,10.070990212017923,
2025-06-18 17:00:42.963938,32.29807335591261,11.430095818035987,
2025-06-18 17:00:42.996920,34.23397198479214,11.383745619816478,
2025-06-18 17:00:43.034415,31.620284081812258,10.73725599071532,
2025-06-18 17:00:43.074002,31.670979805907542,10.188862142118516,
2025-06-18 17:00:43.106692,33.556724936835714,11.498784418331347,
2025-06-18 17:00:43.143633,32.25445636684272,10.465998129265667,
2025-06-18 17:00:43.176937,34.088782732441054,11.825454078214376,
2025-06-18 17:00:43.213536,32.41070366719012,10.899050397448235,
2025-06-18 17:00:43.247088,32.11192727663082,10.7652471939584,
2025-06-18 17:00:43.284374,34.05721108358515,11.223160891907174,
2025-06-18 17:00:43.324281,32.96736698402604,10.92777314361394,
2025-06-18 17:00:43.357082,32.89691942784434,11.042781129613143,
2025-06-18 17:00:43.394190,31.40984496135733,10.687613977054303,
2025-06-18 17:00:43.426858,31.728090741639317,10.217487077332054,
2025-06-18 17:00:43.463832,31.992237511706872,10.581699507090637,
2025-06-18 17:00:43.497081,32.21707708287748,10.924920668608182,
2025-06-18 17:00:43.534831,34.27388804436407,10.885779815956928,
2025-06-18 17:00:43.573674,33.01995564765058,11.02994736925991,
2025-06-18 17:00:43.606740,33.009846925782924,11.891145569601443,
2025-06-18 17:00:43.643990,31.368538498210587,9.578007536083682,
2025-06-18 17:00:43.676739,29.716751124781105,9.684990852730358,
2025-06-18 17:00:43.713686,33.264256267737366,11.242080841923542,
2025-06-18 17:00:43.746982,31.482565381340578,10.53985585069508,
2025-06-18 17:00:43.786033,30.90197434729861,10.7314836573413,
2025-06-18 17:00:43.824004,31.21584617434845,10.2861490663225,
2025-06-18 17:00:43.856964,30.01569935401508,9.591770007879173,
2025-06-18 17:00:43.893705,29.556013056522882,9.641423774771456,
2025-06-18 17:00:43.926687,30.46803272621387,10.254501987554088,
2025-06-18 17:00:43.963548,31.58966866006613,10.26420108308888,
2025-06-18 17:00:43.997003,30.085481354272453,9.758624020424238,
2025-06-18 17:00:44.034157,29.828774679232744,10.302952984538317,
2025-06-18 17:00:44.067245,30.046346609513893,9.948286105637614,
2025-06-18 17:00:44.104057,31.64712741693061,10.823714428553942,
2025-06-18 17:00:44.137536,31.98682237547728,10.590817016291423,
2025-06-18 17:00:44.173963,30.766655905469356,10.309510885684613,
2025-06-18 17:00:44.207058,29.90925589133035,10.101997660243244,
